No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"980","XJNGF","Goldwind Science&Technology Co., Ltd.","14.84B","2.160","-","9.69B"
"981","TIAIY","Telecom Italia S.p.A.","14.79B","7.45","-","16.93B"
"982","TIAJF","Telecom Italia S.p.A.","14.79B","0.666","-","16.93B"
"983","TIAOF","Telecom Italia S.p.A.","14.79B","0.590","-","16.93B"
"984","TIIAY","Telecom Italia S.p.A.","14.79B","6.62","0.92%","16.93B"
"985","LPGCY","Laopu Gold Co., Ltd.","14.79B","8.52","-4.10%","2.42B"
"986","ERFSF","Eurofins Scientific SE","14.78B","85.22","1.59%","8.39B"
"987","KWHIF","Kawasaki Heavy Industries, Ltd.","14.77B","87.85","-","15.15B"
"988","KWHIY","Kawasaki Heavy Industries, Ltd.","14.77B","35.00","0.63%","15.15B"
"989","ARNNY","ASR Nederland N.V.","14.76B","35.48","-0.31%","19.22B"
"990","ASRRF","ASR Nederland N.V.","14.76B","73.00","-","19.22B"
"991","MMLTF","MMG Limited","14.76B","1.250","1.75%","5.38B"
"992","SPXCF","Singapore Exchange Limited","14.70B","13.35","-8.28%","1.08B"
"993","SPXCY","Singapore Exchange Limited","14.70B","27.46","0.07%","1.08B"
"994","PEXNY","PTT Exploration and Production Public Company Limited","14.63B","6.16","-3.60%","8.62B"
"995","STGPF","Scentre Group","14.62B","2.825","1.25%","1.75B"
"996","ELIAF","Elia Group SA/NV","14.57B","121.55","16.00%","4.88B"
"997","BOLSY","B3 S.A. - Brasil, Bolsa, Balcão","14.55B","8.40","-0.12%","1.84B"
"998","KPCPF","Kasikornbank Public Company Limited","14.52B","5.98","8.64%","4.71B"
"999","KPCPY","Kasikornbank Public Company Limited","14.52B","24.94","3.19%","4.71B"
"1000","ISDAY","Israel Discount Bank Limited","14.48B","117.90","-","4.74B"
"1001","WHGLY","WH Group Limited","14.43B","22.34","0.90%","27.04B"
"1002","WHGRF","WH Group Limited","14.43B","1.080","-","27.04B"
"1003","CHJTF","CSPC Pharmaceutical Group Limited","14.41B","1.200","-","3.68B"
"1004","CSPCY","CSPC Pharmaceutical Group Limited","14.41B","4.950","-1.20%","3.68B"
"1005","CLPXY","China Longyuan Power Group Corporation Limited","14.38B","8.86","0.80%","3.75B"
"1006","LBGUF","L E Lundbergföretagen AB (publ)","14.37B","45.79","-","3.59B"
"1007","BMXMF","bioMérieux S.A.","14.33B","125.06","3.48%","4.84B"
"1008","BMXXY","bioMérieux S.A.","14.33B","12.60","1.37%","4.84B"
"1009","AKESF","Akeso, Inc.","14.29B","15.50","-","350.48M"
"1010","RAIFF","Raiffeisen Bank International AG","14.26B","41.55","-3.26%","10.44B"
"1011","RAIFY","Raiffeisen Bank International AG","14.26B","10.85","2.26%","10.44B"
"1012","OCPNF","Olympus Corporation","14.23B","13.20","-","6.61B"
"1013","OLYMY","Olympus Corporation","14.23B","12.98","-1.89%","6.61B"
"1014","CPAMF","CapitaLand Integrated Commercial Trust","14.23B","1.890","-","1.24B"
